source_index,tweet_id,topic,original_text,cleaned_text
245,2063169350002241738,3,"My experience after attending today's CJP Protests:

I have covered various protests for my media house over the last 15 years.

I have attended the IAC protests, Farmers' Protest, Wrestlers' Protest, and now the CJP Protest.

Let me share my experience comparing the CJP Protest https://t.co/8cbDCc3MJV","My experience after attending today's CJP Protests: I have covered various protests for my media house over the last 15 years. I have attended the IAC protests, Farmers' Protest, Wrestlers' Protest, and now the CJP Protest. Let me share my experience comparing the CJP Protest"
246,2063135118701875383,11,"Abhijeet Dipke Reaches Jantar Mantar, Large Crowds Gather for CJP Protest

Delhi: The Cockroach Janta Party (CJP) protest got underway at Jantar Mantar as founder Abhijeet Dipke arrived at the venue and addressed supporters.

A large gathering of people joined the demonstration, https://t.co/TvNDQpiKSO","Abhijeet Dipke Reaches Jantar Mantar, Large Crowds Gather for CJP Protest Delhi: The Cockroach Janta Party (CJP) protest got underway at Jantar Mantar as founder Abhijeet Dipke arrived at the venue and addressed supporters. A large gathering of people joined the demonstration,"
247,2063104501222166951,11,"Cockroach Janta Party -Abhijeet Dipke

CJP Delhi protest You should take the book with Modi's guarantee. Abhijeet Dipke has asked his cockroach to bring the book.

The youth should get the message about what Mr. Modi had promised before becoming the Prime Minister and what he is https://t.co/jIumd1TZ95",Cockroach Janta Party -Abhijeet Dipke CJP Delhi protest You should take the book with Modi's guarantee. Abhijeet Dipke has asked his cockroach to bring the book. The youth should get the message about what Mr. Modi had promised before becoming the Prime Minister and what he is
248,2063104239531118922,9,"Delhi Police gives permission for Protest at Jantar Mantar.

CJP had planned Drama outside Police Station, so police gave permission at Airport itself.

Now CJP has no Excuse for confrontation with Delhi Police.

But CJP doesn't want peaceful protest, they want Chaos.

They https://t.co/xY4JaozMUq","Delhi Police gives permission for Protest at Jantar Mantar. CJP had planned Drama outside Police Station, so police gave permission at Airport itself. Now CJP has no Excuse for confrontation with Delhi Police. But CJP doesn't want peaceful protest, they want Chaos. They"
249,2081025611448086979,31,"Delhi CJP Protest Ends: CJP Calls Off Jantar Mantar Agitation After Government Assurances

#DelhiCJPProtest #JantarMantar #BreakingNews #DelhiNews #CJP #DharmendraPradhan
#AbhijeetDipke https://t.co/SJtd7sNwkM",Delhi CJP Protest Ends: CJP Calls Off Jantar Mantar Agitation After Government Assurances DelhiCJPProtest JantarMantar BreakingNews DelhiNews CJP DharmendraPradhan AbhijeetDipke
250,2081025246262702211,-1,"Both the CJP leadership and the Delhi Police must work together to ensure that no violence or chaos occurs anywhere.
#NEET #CJP #DharmendraPradhan #Protest",Both the CJP leadership and the Delhi Police must work together to ensure that no violence or chaos occurs anywhere. NEET CJP DharmendraPradhan Protest
251,2081025092243620102,15,"Cockroaches ❤️

#DharmendraPradhan #NEETExamProtest #EducationMinister #gez #genzee #dmkgenz #NEET #Modi #Delhi #Dharmendrapradhan #SonamWangchuk #CJP #CJPMovement #AbhijeetDipke #CockroachJantaParty #Protest #India #ModiGovernment #BJP #jantarmantar #junaid https://t.co/OYNZApBjbu",Cockroaches ❤️ DharmendraPradhan NEETExamProtest EducationMinister gez genzee dmkgenz NEET Modi Delhi Dharmendrapradhan SonamWangchuk CJP CJPMovement AbhijeetDipke CockroachJantaParty Protest India ModiGovernment BJP jantarmantar junaid
252,2081025016641257968,-1,"Both the CJP leadership and the Delhi Police must work together to ensure that no violence or chaos occurs anywhere.
#NEET #CJP #DharmendraPradhan #Protest",Both the CJP leadership and the Delhi Police must work together to ensure that no violence or chaos occurs anywhere. NEET CJP DharmendraPradhan Protest
253,2081024977143574741,-1,"Both the CJP leadership and the Delhi Police must work together to ensure that no violence or chaos occurs anywhere.
#NEET #CJP #DharmendraPradhan #Protest",Both the CJP leadership and the Delhi Police must work together to ensure that no violence or chaos occurs anywhere. NEET CJP DharmendraPradhan Protest
254,2081024887410586040,5,"Normalcy in New Delhi as internet restored at Jantar Mantar, Delhi Metro reopens all stations after CJP withdraws protest

Read @ANI Story | https://t.co/GzeiAY33yh

#internet #restore #jantarmantar https://t.co/jCJ1wrSHLZ","Normalcy in New Delhi as internet restored at Jantar Mantar, Delhi Metro reopens all stations after CJP withdraws protest Read Story | internet restore jantarmantar"
255,2081024881479836042,-1,"Both the CJP leadership and the Delhi Police must work together to ensure that no violence or chaos occurs anywhere.
#NEET #CJP #DharmendraPradhan #Protest",Both the CJP leadership and the Delhi Police must work together to ensure that no violence or chaos occurs anywhere. NEET CJP DharmendraPradhan Protest
256,2081024855206711531,4,"The leadership of CJP has completely failed the youth of this country, when they were celebrating on the proposal of resignation by the education minister, many youth were thrashed by Delhi police even tear gas was used on them in other corner of the protest, Chitta, yet they","The leadership of CJP has completely failed the youth of this country, when they were celebrating on the proposal of resignation by the education minister, many youth were thrashed by Delhi police even tear gas was used on them in other corner of the protest, Chitta, yet they"
257,2081024371653763191,31,"CJP Announces End of Jantar Mantar Protest. 

CJP representatives have announced that they are calling off the protest at Jantar Mantar, Delhi.According to CJP Chief Spokesperson Saurav Das, the decision was taken after the Centre accepted the organisation's key demands. He also https://t.co/MJObkptTnP","CJP Announces End of Jantar Mantar Protest. CJP representatives have announced that they are calling off the protest at Jantar Mantar, Delhi.According to CJP Chief Spokesperson Saurav Das, the decision was taken after the Centre accepted the organisation's key demands. He also"
258,2081024260450214008,-1,"The CJP said the government has promised to withdraw all the cases filed over the July 20 violence, and the protest has ended. I am really very happy about this success and glad for those who will not have to face police torture. At this point, I must say that many Muslims https://t.co/uK9qU7V1KI","The CJP said the government has promised to withdraw all the cases filed over the July 20 violence, and the protest has ended. I am really very happy about this success and glad for those who will not have to face police torture. At this point, I must say that many Muslims"
259,2081023480406151215,1,"@Mrsinha Itihaas gawah har baar thook ke chaaata hai..
CAA protests, Shaheen Bagh, Delhi riots aur ab CJP protest.
ṀC aise banega ye tera Modi dictator..
India needs Yogi badly 
@myogiadityanath 
 @narendramodi 
@AmitShah","Itihaas gawah har baar thook ke chaaata hai.. CAA protests, Shaheen Bagh, Delhi riots aur ab CJP protest. ṀC aise banega ye tera Modi dictator.. India needs Yogi badly"
260,2081022899163685295,-1,"▶️ #WATCH | Student leader Ms. Neha Bora, who shot to prominence during the CJP protest at Jantar Mantar, expressed her joy regarding the movement's success while addressing the media.

Watch on @hnpnewz 👇🏻

#NEET #NEETPaperLeak #CJP #AbhijeetDipke #Students #SonamWangchuk https://t.co/CoLtwFbEkn","▶️ WATCH | Student leader Ms. Neha Bora, who shot to prominence during the CJP protest at Jantar Mantar, expressed her joy regarding the movement's success while addressing the media. Watch on 👇🏻 NEET NEETPaperLeak CJP AbhijeetDipke Students SonamWangchuk"
261,2081022761426894917,-1,"Looking for new protest opportunities.

Name: Abhijeet Dipke

Experience: Paid internship at CJP ( On-site in Delhi )

Achievements: Holds the record for most Bread pakodas eaten in a day

To contact, please visit your nearest AAP office https://t.co/fVbEWXpC51","Looking for new protest opportunities. Name: Abhijeet Dipke Experience: Paid internship at CJP ( On-site in Delhi ) Achievements: Holds the record for most Bread pakodas eaten in a day To contact, please visit your nearest AAP office"
262,2081022645731217502,-1,"""The government assured that no action will be taken against the organisers and protesters, and no new cases will be registered in connection with the agitation. It also expressed condolences to the families of the students who lost their lives and assured them of the highest","""The government assured that no action will be taken against the organisers and protesters, and no new cases will be registered in connection with the agitation. It also expressed condolences to the families of the students who lost their lives and assured them of the highest"
263,2081022424410206544,1,"Whole of Delhi CJP protest is no win of GEnz, it's just mature government who doesn't want to hurt our own children and let the opposition hijack protest and Parliamentary bills. 

All traitors tum sabki gand thukegi, just wait and watch.","Whole of Delhi CJP protest is no win of GEnz, it's just mature government who doesn't want to hurt our own children and let the opposition hijack protest and Parliamentary bills. All traitors tum sabki gand thukegi, just wait and watch."
264,2081022338754343398,5,"STORY | All 18 Delhi Metro stations reopen after four days as CJP withdraws protest

All 18 Delhi Metro stations in central Delhi, which had remained shut due to security reasons, reopened on Saturday after the Cockroach Janta Party (CJP) withdrew its protest, ending four days of https://t.co/SJkcYH8Ekj","STORY | All 18 Delhi Metro stations reopen after four days as CJP withdraws protest All 18 Delhi Metro stations in central Delhi, which had remained shut due to security reasons, reopened on Saturday after the Cockroach Janta Party (CJP) withdrew its protest, ending four days of"
265,2081022185335112154,-1,"We need to expose the mainstream media in Tamil Nadu, just as CJP is doing in Delhi. Students, each one of you is an independent journalist. Use your mobile phone to record and expose Tamil news channels that spread false narratives or misinformation about the students' protest.","We need to expose the mainstream media in Tamil Nadu, just as CJP is doing in Delhi. Students, each one of you is an independent journalist. Use your mobile phone to record and expose Tamil news channels that spread false narratives or misinformation about the students' protest."
266,2081021463789019218,15,"Miss You Cockroaches 

#DharmendraPradhan #NEETExamProtest #EducationMinister #gez #genzee #dmkgenz #NEET #Modi #Delhi #Dharmendrapradhan #SonamWangchuk #CJP #CJPMovement #AbhijeetDipke #CockroachJantaParty #Protest #India #ModiGovernment #BJP #jantarmantar #junaid https://t.co/HbtigsUyNF",Miss You Cockroaches DharmendraPradhan NEETExamProtest EducationMinister gez genzee dmkgenz NEET Modi Delhi Dharmendrapradhan SonamWangchuk CJP CJPMovement AbhijeetDipke CockroachJantaParty Protest India ModiGovernment BJP jantarmantar junaid
